Planet,Era,Owner,ObjectType,Amount,ReuseEra
Cophrigin,6,Independent_Forces,Generate_Force,1,
Corellia,1,Empire,Generate_Force,1,
Corellia,2,Sector_Forces,Generate_Force,1,
Corellia,3,,,,1
Corellia,4,,,,1
Corellia,5,,,,1
Corellia,6,,,,1
Cormit,1,Chiss,Generate_Force,1,
Cormit,2,,,,1
Cormit,3,,,,1
Cormit,4,,,,1
Cormit,5,,,,1
Cormit,6,,,,1
Corsin,1,Sector_Forces,Generate_Force,1,
Corsin,2,,,,1
Corsin,3,Empire,Generate_Force,1,
Corsin,4,,,,3
Corsin,5,,,,3
Corsin,6,,,,3
Corthenia,1,Sector_Forces,Generate_Force,1,
Corthenia,2,,,,1
Corthenia,3,Rebel,Generate_Force,1,
Corthenia,4,,,,3
Corthenia,5,Empire,Generate_Force,1,
Corthenia,6,,,,5
Corulag,1,Empire,Generate_Force,1,
Corulag,2,,,,1
Corulag,3,,,,1
Corulag,4,,,,1
Corulag,5,,,,1
Corulag,6,,,,1
Coruscant,1,Empire,Generate_Force,1,
Coruscant,1,Empire,Republic_Capital,1,
Coruscant,1,Empire,Senate_Commando_Company,1,
Coruscant,2,,,,1
Coruscant,3,,,,1
Coruscant,4,,,,1
Coruscant,5,,,,1
Coruscant,6,,,,1
Corvis_Minor,1,Sector_Forces,Generate_Force,1,
Corvis_Minor,2,Rebel,Generate_Force,1,
Corvis_Minor,3,,,,2
Corvis_Minor,4,,,,2
Corvis_Minor,5,Empire,Generate_Force,1,
Corvis_Minor,6,,,,5
Crakull,1,Independent_Forces,Generate_Force,1,
Crakull,2,,,,1
Crakull,3,,,,1
Crakull,4,,,,1
Crakull,5,,,,1
Crakull,6,,,,1
Cron_Drift,1,Rebel,Generate_Force,1,
Cron_Drift,2,,,,1
Cron_Drift,3,,,,1
Cron_Drift,4,,,,1
Cron_Drift,5,,,,1
Cron_Drift,6,Empire,Generate_Force,1,
Crustai,1,Chiss,Generate_Force,1,
Crustai,2,,,,1
Crustai,3,,,,1
Crustai,4,,,,1
Crustai,5,,,,1
Crustai,6,,,,1
Csaus,1,Chiss,Generate_Force,1,
Csaus,2,,,,1
Csaus,3,,,,1
Csaus,4,,,,1
Csaus,5,,,,1
Csaus,6,,,,1
Csilla,1,Chiss,Generate_Force,1,
Csilla,2,,,,1
Csilla,3,,,,1
Csilla,4,,,,1
Csilla,5,,,,1
Csilla,6,,,,1
Cularin,1,Independent_Forces,Generate_Force,1,
Cularin,2,Empire,Generate_Force,1,
Cularin,3,Hutt_Cartels,Generate_Force,1,
Cularin,4,Independent_Forces,Generate_Force,1,
Cularin,5,,,,4
Cularin,6,,,,4
Da_Soocha,1,Hutt_Cartels,Generate_Force,1,
Da_Soocha,2,,,,1
Da_Soocha,3,,,,1
Da_Soocha,4,,,,1
Da_Soocha,5,,,,1
Da_Soocha,6,,,,1
Dagary_Minor,1,Sector_Forces,Generate_Force,1,
Dagary_Minor,2,,,,1
Dagary_Minor,3,Empire,Generate_Force,1,
Dagary_Minor,4,,,,1
Dagary_Minor,5,,,,1
Dagary_Minor,6,,,,1
Dagobah,6,Independent_Forces,Generate_Force,1,
Dalicron,1,Independent_Forces,Generate_Force,1,
Dalicron,2,,,,1
Dalicron,3,,,,1
Dalicron,4,,,,1
Dalicron,5,,,,1
Dalicron,6,,,,1
Dalron,1,Sector_Forces,Generate_Force,1,
Dalron,2,Rebel,Generate_Force,1,
Dalron,3,,,,2
Dalron,4,,,,2
Dalron,5,,,,2
Dalron,6,,,,2
Daluuj,1,Hutt_Cartels,Generate_Force,1,
Daluuj,2,,,,1
Daluuj,3,,,,1
Daluuj,4,,,,1
Daluuj,5,,,,1
Daluuj,6,,,,1
Dantooine,1,Empire,Generate_Force,1,
Dantooine,2,Rebel,Generate_Force,1,
Dantooine,3,,,,1
Dantooine,4,,,,1
Dantooine,5,,,,1
Dantooine,6,Independent_Forces,Generate_Force,1,
Danuta,1,Hutt_Cartels,Generate_Force,1,
Danuta,2,,,,1
Danuta,3,,,,1
Danuta,4,,,,1
Danuta,5,,,,1
Danuta,6,,,,1
Darkon,1,Independent_Forces,Generate_Force,1,
Darkon,2,,,,1
Darkon,3,,,,1
Darkon,4,,,,1
Darkon,5,,,,1
Darkon,6,,,,1
Datar,1,Sector_Forces,Generate_Force,1,
Datar,2,,,,1
Datar,3,Empire,Generate_Force,1,
Datar,4,,,,3
Datar,5,,,,3
Datar,6,,,,3
Dathomir,1,Independent_Forces,Generate_Force,1,
Dathomir,2,Rebel,Generate_Force,1,
Dathomir,3,,,,2
Dathomir,4,,,,2
Dathomir,5,,,,2
Dathomir,6,,,,1
Deko_Neimoidia,1,Trade_Federation,Generate_Force,1,
Deko_Neimoidia,2,,,,1
Deko_Neimoidia,3,,,,1
Deko_Neimoidia,4,,,,1
Deko_Neimoidia,5,Empire,Generate_Force,1,
Deko_Neimoidia,6,,,,5
Delacrix,1,Hutt_Cartels,Generate_Force,1,
Delacrix,2,,,,1
Delacrix,3,,,,1
Delacrix,4,,,,1
Delacrix,5,,,,1
Delacrix,6,,,,1
Dellalt,1,Rebel,Generate_Force,1,
Dellalt,2,,,,1
Dellalt,3,,,,1
Dellalt,4,,,,1
Dellalt,5,,,,1
Dellalt,6,Empire,Generate_Force,1,
Deonnogra,1,Rebel,Generate_Force,1,
Deonnogra,2,,,,1
Deonnogra,3,,,,1
Deonnogra,4,,,,1
Deonnogra,5,,,,1
Deonnogra,6,Empire,Generate_Force,1,
Denon,1,Independent_Forces,Generate_Force,1,
Denon,2,,,,1
Denon,3,,,,1
Denon,4,,,,1
Denon,5,,,,1
Denon,6,Empire,Generate_Force,1,
Dentaal,1,Empire,Generate_Force,1,
Dentaal,2,Techno_Union,Generate_Force,1,
Dentaal,3,,,,2
Dentaal,4,Rebel,Generate_Force,1,
Dentaal,5,,,,4
Dentaal,6,,,,4
Derra,1,Sector_Forces,Generate_Force,1,
Derra,2,,,,1
Derra,3,Empire,Generate_Force,1,
Derra,4,,,,3
Derra,5,,,,3
Derra,6,,,,3
Desevro,1,Rebel,Generate_Force,1,
Desevro,2,,,,1
Desevro,3,,,,1
Desevro,4,,,,1
Desevro,5,,,,1
Desevro,6,Empire,Generate_Force,1,
Despayre,1,Rebel,Generate_Force,1,
Despayre,2,,,,1
Despayre,3,,,,1
Despayre,4,,,,1
Despayre,5,,,,1
Despayre,6,,,,1
Devaron,1,Empire,Generate_Force,1,
Devaron,2,,,,1
Devaron,3,Rebel,Generate_Force,1,
Devaron,4,,,,3
Devaron,5,,,,3
Devaron,6,,,,1
Dkee,1,Ssi-Ruuk,Generate_Force,1,
Dkee,2,,,,1
Dkee,3,,,,1
Dkee,4,,,,1
Dkee,5,,,,1
Dkee,6,,,,1
Dohiban,1,Independent_Forces,Generate_Force,1,
Dohiban,2,,,,1
Dohiban,3,,,,1
Dohiban,4,,,,1
Dohiban,5,,,,1
Dohiban,6,,,,1
Dolla,1,Sector_Forces,Generate_Force,1,
Dolla,2,,,,1
Dolla,3,,,,1
Dolla,4,,,,1
Dolla,5,,,,1
Dolla,6,,,,1
Dolomar,1,Empire,Generate_Force,1,
Dolomar,2,,,,1
Dolomar,3,,,,1
Dolomar,4,,,,1
Dolomar,5,,,,1
Dolomar,6,,,,1
Doniphon,1,Rebel,Generate_Force,1,
Doniphon,2,,,,1
Doniphon,3,,,,1
Doniphon,4,,,,1
Doniphon,5,,,,1
Doniphon,6,,,,1
Dravian_Starport,1,Independent_Forces,Generate_Force,1,
Dravian_Starport,2,,,,1
Dravian_Starport,3,,,,1
Dravian_Starport,4,,,,1
Dravian_Starport,5,,,,1
Dravian_Starport,6,,,,1
Dressel,1,Independent_Forces,Generate_Force,1,
Dressel,2,,,,1
Dressel,3,,,,1
Dressel,4,,,,1
Dressel,5,,,,1
Dressel,6,,,,1
Dromund,1,Independent_Forces,Generate_Force,1,
Dromund,2,Commerce_Guild,Generate_Force,1,
Dromund,3,,,,2
Dromund,4,,,,2
Dromund,5,Empire,Generate_Force,1,
Dromund,6,,,,5
Druckenwell,1,Trade_Federation,Generate_Force,1,
Druckenwell,2,,,,1
Druckenwell,3,Rebel,Generate_Force,1,
Druckenwell,4,,,,3
Druckenwell,5,,,,3
Druckenwell,6,Empire,Generate_Force,1,
Dubrillion,1,Rebel,Generate_Force,1,
Dubrillion,2,,,,1
Dubrillion,3,,,,1
Dubrillion,4,,,,1
Dubrillion,5,,,,1
Dubrillion,6,,,,1
Duro,1,Empire,Generate_Force,1,
Duro,2,,,,1
Duro,3,,,,1
Duro,4,Rebel,Generate_Force,1,
Durren,1,Empire,Generate_Force,1,
Durren,2,Rebel,Generate_Force,1,
Durren,3,,,,2
Durren,4,,,,2
Durren,5,,,,2
Durren,6,,,,2
Dxun,1,Independent_Forces,Generate_Force,1,
Dxun,2,,,,1
Dxun,3,,,,1
Dxun,4,,,,1
Dxun,5,,,,1
Dxun,6,,,,1
Eiattu,1,Independent_Forces,Generate_Force,1,
Eiattu,2,,,,1
Eiattu,3,,,,1
Eiattu,4,,,,1
Eiattu,5,,,,1
Eiattu,6,Empire,Generate_Force,1,
Elom,1,Sector_Forces,Generate_Force,1,
Elom,2,,,,1
Elom,3,,,,1
Elom,4,,,,1
Elom,5,,,,1
Elom,6,Empire,Generate_Force,1,
Elrood,1,Rebel,Generate_Force,1,
Elrood,2,,,,1
Elrood,3,,,,1
Elrood,4,,,,1
Elrood,5,,,,1
Elrood,6,Empire,Generate_Force,1,
Emberlene,1,Independent_Forces,Generate_Force,1,
Emberlene,2,Rebel,Generate_Force,1,
Emberlene,3,,,,2
Emberlene,4,,,,2
Emberlene,5,,,,2
Emberlene,6,,,,1
Emmer,1,Sector_Forces,Generate_Force,1,
Emmer,2,,,,1
Emmer,3,Empire,Generate_Force,1,
Emmer,4,,,,3
Emmer,5,,,,3
Emmer,6,,,,3
Empress_Teta,1,Rebel,Generate_Force,1,
Empress_Teta,2,Commerce_Guild,Generate_Force,1,
Empress_Teta,3,,,,1
Empress_Teta,4,,,,1
Empress_Teta,5,,,,1
Empress_Teta,6,Empire,Generate_Force,1,
Enarc,1,Trade_Federation,Generate_Force,1,
Enarc,2,,,,1
Enarc,3,,,,1
Enarc,4,,,,1
Enarc,5,,,,1
Enarc,6,,,,1
Endor,1,Independent_Forces,Generate_Force,1,
Endor,2,Rebel,Generate_Force,1,
Endor,3,,,,2
Endor,4,,,,2
Entralla,1,Banking_Clan,Generate_Force,1,
Entralla,2,Rebel,Generate_Force,1,
Entralla,3,,,,2
Entralla,4,,,,2
Entralla,5,,,,2
Entralla,6,Empire,Generate_Force,1,
EolSha,1,Independent_Forces,Generate_Force,1,
EolSha,2,,,,1
EolSha,3,,,,1
EolSha,4,,,,1
EolSha,5,,,,1
EolSha,6,,,,1
Eredenn,1,Empire,Generate_Force,1,
Eredenn,2,Rebel,Generate_Force,1,
Eredenn,3,,,,2
Eredenn,4,,,,2
Eredenn,5,,,,2
Eredenn,6,,,,1
Eres,1,Rebel,Generate_Force,1,
Eres,2,,,,1
Eres,3,,,,1
Eres,4,,,,1
Eres,5,,,,1
Eres,6,,,,1
Eriadu,1,Empire,Generate_Force,1,
Eriadu,2,,,,1
Eriadu,3,,,,1
Eriadu,4,,,,1
Eriadu,5,,,,1
Eriadu,6,,,,1
Esfandia,1,Independent_Forces,Generate_Force,1,
Esfandia,2,,,,1
Esfandia,3,,,,1
Esfandia,4,,,,1
Esfandia,5,,,,1
Esfandia,6,,,,1
Essien,1,Sector_Forces,Generate_Force,1,
Essien,2,,,,1
Essien,3,Empire,Generate_Force,1,
Essien,4,,,,3
Essien,5,,,,3
Essien,6,,,,3
Ession,1,Sector_Forces,Generate_Force,1,
Ession,2,,,,1
Ession,3,Rebel,Generate_Force,1,
Ession,4,,,,1
Ession,5,,,,3
Ession,6,Corporate_Sector,Generate_Force,1,
Etti,1,Sector_Forces,Generate_Force,1,
Etti,2,,,,1
Etti,3,,,,1
Etti,4,,,,1
Etti,5,,,,1
Etti,6,Corporate_Sector,Generate_Force,1,
Euceron,1,Independent_Forces,Generate_Force,1,
Euceron,2,,,,1
Euceron,3,,,,1
Euceron,4,,,,1
Euceron,5,,,,1
Euceron,6,,,,1
Exocron,1,Independent_Forces,Generate_Force,1,
Exocron,2,,,,1
Exocron,3,,,,1
Exocron,4,,,,1
Exocron,5,,,,1
Exocron,6,,,,1
Exodeen,1,Empire,Generate_Force,1,
Exodeen,2,,,,1
Exodeen,3,,,,1
Exodeen,4,Rebel,Generate_Force,1,
Exodeen,5,,,,1
Exodeen,6,,,,1
Exodo,1,Empire,Generate_Force,1,
Exodo,2,Rebel,Generate_Force,1,
Exodo,3,,,,2
Exodo,4,,,,2
Exodo,5,,,,1
Exodo,6,,,,1
Explume_Minor,1,Independent_Forces,Generate_Force,1,
Explume_Minor,2,,,,1
Explume_Minor,3,,,,1
Explume_Minor,4,,,,1
Explume_Minor,5,,,,1
Explume_Minor,6,,,,1
Falleen,1,Sector_Forces,Generate_Force,1,
Falleen,2,,,,1
Falleen,3,Rebel,Generate_Force,1,
Falleen,4,,,,3
Falleen,5,,,,3
Falleen,6,Empire,Generate_Force,1,
Faras_Belt,2,Rebel,Generate_Force,1,
Faras_Belt,3,,,,2
Faras_Belt,4,,,,2
Faras_Belt,5,,,,2
Faras_Belt,6,,,,2
Farrfin,1,,Generate_Force,1,
Farrfin,2,,Generate_Force,1,
Farrfin,3,,Generate_Force,1,
Farrfin,4,,Generate_Force,1,
Farrfin,5,,Generate_Force,1,
Farrfin,6,,Generate_Force,1,
Felucia,1,Sector_Forces,Generate_Force,1,
Felucia,2,,,,1
Felucia,3,Commerce_Guild,Generate_Force,1,
Felucia,4,Rebel,Generate_Force,1,
Felucia,5,,,,4
Felucia,6,,,,4
Feriae_Junction,1,Hutt_Cartels,Generate_Force,1,
Feriae_Junction,2,Rebel,Generate_Force,1,
Feriae_Junction,3,,,,2
Feriae_Junction,4,,,,2
Feriae_Junction,5,,,,2
Feriae_Junction,6,,,,1
Feswe_Prime,1,Rebel,Generate_Force,1,
Feswe_Prime,2,,,,1
Feswe_Prime,3,,,,1
Feswe_Prime,4,,,,1
Feswe_Prime,5,,,,1
Feswe_Prime,6,,,,1
Filve,1,Trade_Federation,Generate_Force,1,
Filve,2,,,,1
Filve,3,,,,1
Filve,4,Rebel,Generate_Force,1,
Filve,5,,,,4
Filve,6,,,,4
Florn,1,Rebel,Generate_Force,1,
Florn,2,,,,1
Florn,3,,,,1
Florn,4,,,,1
Florn,5,,,,1
Florn,6,Empire,Generate_Force,1,
Florrum,1,Independent_Forces,Generate_Force,1,
Florrum,2,,,,1
Florrum,3,,,,1
Florrum,4,Rebel,Generate_Force,1,
Florrum,5,,,,1
Florrum,6,,,,1
Foerost,1,Techno_Union,Generate_Force,1,
Foerost,2,,,,1
Foerost,3,,,,1
Foerost,4,,,,1
Foerost,5,Empire,Generate_Force,1,
Foerost,6,,,,5
Foless,1,Empire,Generate_Force,1,
Foless,2,,,,1
Foless,3,,,,1
Foless,4,Rebel,Generate_Force,1,
Foless,5,,,,1
Foless,6,,,,1
Fondor,1,Empire,Generate_Force,1,
Fondor,2,Techno_Union,Generate_Force,1,
Fondor,3,,,,2
Fondor,4,Rebel,Generate_Force,1,
Fondor,5,,,,1
Fondor,6,,,,1
Formos,1,Hutt_Cartels,Generate_Force,1,
Formos,2,Rebel,Generate_Force,1,
Formos,3,Empire,Generate_Force,1,
Formos,4,,,,2
Formos,5,,,,2
Formos,6,,,,2
Fresia,1,Sector_Forces,Generate_Force,1,
Fresia,2,,,,1
Fresia,3,Empire,Generate_Force,1,
Fresia,4,,,,3
Fresia,5,,,,3
Fresia,6,,,,3
Frunchettan,1,Independent_Forces,Generate_Force,1,
Frunchettan,2,,,,1
Frunchettan,3,,,,1
Frunchettan,4,,,,1
Frunchettan,5,,,,1
Frunchettan,6,,,,1
Fwsen,1,Ssi-Ruuk,Generate_Force,1,
Fwsen,2,,,,1
Fwsen,3,,,,1
Fwsen,4,,,,1
Fwsen,5,,,,1
Fwsen,6,,,,1
Gabredor,1,Independent_Forces,Generate_Force,1,
Gabredor,2,,,,1
Gabredor,3,,,,1
Gabredor,4,,,,1
Gabredor,5,,,,1
Gabredor,6,,,,1
Galantos,1,Sector_Forces,Generate_Force,1,
Galantos,2,,,,1
Galantos,3,Empire,Generate_Force,1,
Galantos,4,,,,3
Galantos,5,,,,3
Galantos,6,,,,3
Galidraan,1,Sector_Forces,Generate_Force,1,
Galidraan,2,,,,1
Galidraan,3,Rebel,Generate_Force,1,
Galidraan,4,,,,3
Galidraan,5,,,,3
Galidraan,6,,,,3
Gallinore,1,Hapes,Generate_Force,1,
Gallinore,2,,,,1
Gallinore,3,,,,1
Gallinore,4,,,,1
Gallinore,5,,,,1
Gallinore,6,,,,1
Gamorr,1,Hutt_Cartels,Generate_Force,1,
Gamorr,2,Rebel,Generate_Force,1,
Gamorr,3,,,,2
Gamorr,4,,,,2
Gamorr,5,,,,2
Gamorr,6,,,,1
Ganath,1,Independent_Forces,Generate_Force,1,
Ganath,2,,,,1
Ganath,3,,,,1
Ganath,4,,,,1
Ganath,5,,,,1
Ganath,6,,,,1
Gannaria,1,Rebel,Generate_Force,1,
Gannaria,2,,,,1
Gannaria,3,,,,1
Gannaria,4,,,,1
Gannaria,5,Independent_Forces,Generate_Force,1,
Gannaria,6,,,,5
Garos,1,Sector_Forces,Generate_Force,1,
Garos,2,,,,1
Garos,3,Rebel,Generate_Force,1,
Garos,4,,,,3
Garos,5,Empire,Generate_Force,1,
Garos,6,,,,5
Garqi,1,Banking_Clan,Generate_Force,1,
Garqi,2,,,,1
Garqi,3,,,,1
Garqi,4,Rebel,Generate_Force,1,
Garqi,5,,,,4
Garqi,6,Empire,Generate_Force,1,
Gavryn,1,Sector_Forces,Generate_Force,1,
Gavryn,2,,,,1
Gavryn,3,Empire,Generate_Force,1,
Gavryn,4,,,,3
Gavryn,5,,,,3
Gavryn,6,,,,3
Gelgelar,1,Independent_Forces,Generate_Force,1,
Gelgelar,2,,,,1
Gelgelar,3,,,,1
Gelgelar,4,,,,1
Gelgelar,5,,,,1
Gelgelar,6,,,,1
Gendrah_Narvin,1,Rebel,Generate_Force,1,
Gendrah_Narvin,2,,,,1
Gendrah_Narvin,3,,,,1
Gendrah_Narvin,4,,,,1
Gendrah_Narvin,5,,,,1
Gendrah_Narvin,6,,,,1
Generis,1,Rebel,Generate_Force,1,
Generis,2,,,,1
Generis,3,,,,1
Generis,4,Independent_Forces,Generate_Force,1,
Generis,5,,,,4
Generis,6,,,,4
Genon,1,Hutt_Cartels,Generate_Force,1,
Genon,2,,,,1
Genon,3,,,,1
Genon,4,,,,1
Genon,5,,,,1
Genon,6,,,,1
Geonosis,1,Rebel,Generate_Force,1,
Geonosis,2,Empire,Acclamator_I_Carrier,2,
Geonosis,2,Empire,Empire_Star_Base_2,1,
Geonosis,2,Empire,Clonetrooper_Phase_One_Company,2,
Geonosis,2,Empire,Republic_Jedi_Knight_Company,1,
Geonosis,2,Empire,Republic_74Z_Bike_Company,1,
Geonosis,2,Empire,Republic_Gaba18_Company,1,
Geonosis,2,Empire,Republic_LAAT_Company,1,
Geonosis,2,Empire,Republic_AT_TE_Walker_Company,1,
Geonosis,2,Empire,Republic_A5RX_Company,1,
Geonosis,2,Empire,E_Ground_Barracks,1,
Geonosis,2,Empire,Empire_Office,1,
Geonosis,3,Rebel,Hardcell_Tender,1,
Geonosis,3,Rebel,Hardcell,1,
Geonosis,3,Rebel,Lucrehulk_Core_Destroyer,1,
Geonosis,3,Rebel,Secondary_TF_Outpost,1,
Geonosis,3,Rebel,Rebel_Star_Base_3,1,
Geonosis,3,Rebel,J1_Cannon_Company,1,
Geonosis,3,Rebel,AAT_Company,1,
Geonosis,3,Rebel,Destroyer_Droid_I_W_Company,1,
Geonosis,3,Rebel,B2_Droid_Company,1,
Geonosis,3,Rebel,B1_Geo_Droid_Company,2,
Geonosis,3,Rebel,R_Ground_Heavy_Vehicle_Factory,1,
Geonosis,3,Rebel,R_Ground_Light_Vehicle_Factory,1,
Geonosis,3,Rebel,R_Ground_Barracks,1,
Geonosis,3,Rebel,Galactic_Turbolaser_Tower_Defenses_CIS,1,
Geonosis,3,Rebel,Rebel_Office,1,
Geonosis,4,Empire,LAC,2,
Geonosis,4,Empire,Pelta_Support,1,
Geonosis,4,Empire,Acclamator_I_Carrier,1,
Geonosis,4,Empire,Venator_Star_Destroyer,1,
Geonosis,4,Empire,Secondary_Haven,1,
Geonosis,4,Empire,Empire_Star_Base_3,1,
Geonosis,4,Empire,Clonetrooper_Phase_One_Company,2,
Geonosis,4,Empire,Clone_Special_Ops_Company,1,
Geonosis,4,Empire,AV7_Company,1,
Geonosis,4,Empire,Republic_AT_TE_Walker_Company,1,
Geonosis,4,Empire,Republic_LAAT_Company,1,
Geonosis,4,Empire,E_Ground_Barracks,1,
Geonosis,4,Empire,Empire_Office,1,
Geonosis,5,Empire,LAC,1,
Geonosis,5,Empire,Arquitens,1,
Geonosis,5,Empire,Acclamator_I_Assault,1,
Geonosis,5,Empire,Venator_Star_Destroyer,1,
Geonosis,5,Empire,Secondary_Haven,1,
Geonosis,5,Empire,Empire_Star_Base_4,1,
Geonosis,5,Empire,Republic_TX130S_Company,1,
Geonosis,5,Empire,Republic_AT_RT_Company,1,
Geonosis,5,Empire,Clonetrooper_Phase_Two_Company,2,
Geonosis,5,Empire,E_Ground_Barracks,1,
Geonosis,5,Empire,Empire_Office,1,
Geonosis,6,Empire,Pelta_Assault,1,
Geonosis,6,Empire,Victory_I_Star_Destroyer,1,
Geonosis,6,Empire,Republic_Shipyard_Level_Four,1,
Geonosis,6,Empire,Secondary_Golan_One,1,
Geonosis,6,Empire,Empire_Star_Base_5,1,
Geonosis,6,Empire,Republic_AT_TE_Walker_Company,1,
Geonosis,6,Empire,Republic_AT_RT_Company,1,
Geonosis,6,Empire,Republic_Navy_Trooper_Company,1,
Geonosis,6,Empire,Clonetrooper_Phase_Two_Company,2,
Geonosis,6,Empire,E_Ground_Light_Vehicle_Factory,1,
Geonosis,6,Empire,E_Ground_Barracks,1,
Geonosis,6,Empire,Empire_Office,1,
Geroon,1,Independent_Forces,Generate_Force,1,
Geroon,2,,,,1
Geroon,3,,,,1
Geroon,4,,,,1
Geroon,5,,,,1
Geroon,6,,,,1
Gerrard,1,Sector_Forces,Generate_Force,1,
Gerrard,2,,,,1
Gerrard,3,Empire,Generate_Force,1,
Gerrard,4,,,,3
Gerrard,5,,,,3
Gerrard,6,,,,3
Gestrex,1,Hutt_Cartels,Generate_Force,1,
Gestrex,2,,,,1
Gestrex,3,,,,1
Gestrex,4,,,,1
Gestrex,5,,,,1
Gestrex,6,,,,1
Gestron,1,Sector_Forces,Generate_Force,1,
Gestron,2,,,,1
Gestron,3,Rebel,Generate_Force,1,
Gestron,4,,,,3
Gestron,5,Empire,Generate_Force,1,
Gestron,6,,,,5
Ghorman,1,Empire,Generate_Force,1,
Ghorman,2,,,,1
Ghorman,3,Rebel,Generate_Force,1,
Ghorman,4,,,,3
Ghorman,5,,,,1
Ghorman,6,,,,1
Gizer,1,Sector_Forces,Generate_Force,1,
Gizer,2,,,,1
Gizer,3,Empire,Generate_Force,1,
Gizer,4,,,,3
Gizer,5,,,,3
Gizer,6,,,,3
Glee_Anselm,1,Sector_Forces,Generate_Force,1,
Glee_Anselm,2,,,,1
Glee_Anselm,3,Empire,Generate_Force,1,
Glee_Anselm,4,,,,3
Glee_Anselm,5,,,,3
Glee_Anselm,6,,,,3
Glom_Tho,1,Sector_Forces,Generate_Force,1,
Glom_Tho,2,Rebel,Generate_Force,1,
Glom_Tho,3,,,,2
Glom_Tho,4,,,,2
Glom_Tho,5,Empire,Generate_Force,1,
Glom_Tho,6,,,,5
Glova,1,Rebel,Generate_Force,1,
Glova,2,,,,1
Glova,3,,,,1
Glova,4,,,,1
Glova,5,,,,1
Glova,6,,,,1
Gravan,1,Sector_Forces,Generate_Force,1,
Gravan,2,,,,1
Gravan,3,Empire,Generate_Force,1,
Gravan,4,,,,3
Gravan,5,,,,3
Gravan,6,,,,3
Gravlex_Med,1,Empire,Generate_Force,1,
Gravlex_Med,2,,,,1
Gravlex_Med,3,,,,1
Gravlex_Med,4,,,,1
Gravlex_Med,5,,,,1
Gravlex_Med,6,,,,1
Gree,1,Independent_Forces,Generate_Force,1,
Gree,2,,,,1
Gree,3,,,,1
Gree,4,,,,1
Gree,5,,,,1
Gree,6,,,,1
Grho,1,Sector_Forces,Generate_Force,1,
Grho,2,,,,1
Grho,3,Rebel,Generate_Force,1,
Grho,4,,,,3
Grho,5,Empire,Generate_Force,1,
Grho,6,,,,5
Gymelo,1,Empire,Generate_Force,1,
Gymelo,2,Sector_Forces,Generate_Force,1,
Gymelo,3,Rebel,Generate_Force,1,
Gymelo,4,,,,3
Gymelo,5,,,,3
Gymelo,6,,,,1
Gyndine,1,Hutt_Cartels,Generate_Force,1,
Gyndine,2,Rebel,Generate_Force,1,
Gyndine,3,,,,2
Gyndine,4,Empire,Generate_Force,1,
Gyndine,5,,,,4
Gyndine,6,,,,4
Hakassi,3,Empire,Generate_Force,1,
Hakassi,4,,,,3
Hakassi,5,,,,3
Hakassi,6,,,,3
Halmad,1,Sector_Forces,Generate_Force,1,
Halmad,2,,,,1
Halmad,3,Empire,Generate_Force,1,
Halmad,4,,,,3
Halmad,5,,,,3
Halmad,6,,,,3
Handooine,1,Empire,Generate_Force,1,
Handooine,2,,,,1
Handooine,3,,,,1
Handooine,4,,,,1
Handooine,5,,,,1
Handooine,6,,,,1
Hapes,1,Hapes,Generate_Force,1,
Hapes,2,,,,1
Hapes,3,,,,1
Hapes,4,,,,1
Hapes,5,,,,1
Hapes,6,,,,1
Haruun_Kal,1,Rebel,Generate_Force,1,
Haruun_Kal,2,,,,1
Haruun_Kal,3,Empire,Generate_Force,1,
Haruun_Kal,4,,,,3
Haruun_Kal,5,,,,3
Herdessa,1,Empire,Generate_Force,1,
Herdessa,2,Rebel,Generate_Force,1,
Herdessa,3,,,,1
Herdessa,4,,,,1
Herdessa,5,,,,1
Herdessa,6,,,,1
Hewett,1,Sector_Forces,Generate_Force,1,
Hewett,2,,,,1
Hewett,3,Empire,Generate_Force,1,
Hewett,4,,,,3
Hewett,5,,,,3
Hewett,6,,,,3
Hollastin,1,Hutt_Cartels,Generate_Force,1,
Hollastin,2,,,,1
Hollastin,3,,,,1
Hollastin,4,,,,1
Hollastin,5,,,,1
Hollastin,6,,,,1
Honoghr,1,Independent_Forces,Generate_Force,1,
Honoghr,2,,,,1
Honoghr,3,,,,1
Honoghr,4,Empire,Generate_Force,1,
Honoghr,5,,,,4
Honoghr,6,,,,4
Hoth,1,Independent_Forces,Generate_Force,1,
Hoth,2,,,,1
Hoth,3,,,,1
Hoth,4,,,,1
Hoth,5,,,,1
Hoth,6,,,,1
Humbarine,1,Empire,Generate_Force,1,
Humbarine,2,,,,1
Humbarine,3,,,,1
Humbarine_Bombarded,4,Sector_Forces,Generate_Force,1,
Humbarine_Bombarded,5,,,,1
Humbarine_Bombarded,6,,,,1
Hypori,1,Techno_Union,Generate_Force,1,
Hypori,2,,,,1
Hypori,3,,,,1
Hypori,4,Rebel,Generate_Force,1,
Hypori,5,,,,4
Hypori,6,Independent_Forces,Generate_Force,1,
Iego,1,Independent_Forces,Generate_Force,1,
Iego,2,Rebel,Generate_Force,1,
Iego,3,,,,1
Iego,4,,,,1
Iego,5,,,,1
Iego,6,,,,1
Iktotch,1,Empire,Generate_Force,1,
Iktotch,2,,,,1
Iktotch,3,,,,1
Iktotch,4,,,,1
Iktotch,5,,,,1
Iktotch,6,Independent_Forces,Generate_Force,1,
