Planet,Era,Owner,ObjectType,Amount,ReuseEra
DEKO_NEIMOIDIA,3,Pirates,Munifex,1,
DEKO_NEIMOIDIA,3,Pirates,Auxilia,1,
DEKO_NEIMOIDIA,3,Pirates,MTT_Company,1,
DEKO_NEIMOIDIA,4,Rebel,B1_Droid_Squad,1,
DEKO_NEIMOIDIA,4,Rebel,Destroyer_Droid_Company,1,
DEKO_NEIMOIDIA,4,Rebel,CIS_MAF_Group,1,
DEKO_NEIMOIDIA,4,Rebel,NewRep_SenatorsOffice,1,
DEKO_NEIMOIDIA,4,Rebel,NewRepublic_Star_Base_4,1,
DEKO_NEIMOIDIA,4,Rebel,R_Ground_Heavy_Vehicle_Factory,1,
DEKO_NEIMOIDIA,4,Rebel,R_Ground_Light_Vehicle_Factory,1,
DEKO_NEIMOIDIA,4,Rebel,R_Ground_Barracks,1,
DEKO_NEIMOIDIA,4,Rebel,CIS_Shipyard_Level_Four,1,
DEKO_NEIMOIDIA,4,Rebel,Generic_TradeStation,1,
DEKO_NEIMOIDIA,4,Rebel,Captor,1,
DEKO_NEIMOIDIA,4,Rebel,Generic_Providence,1,
DEKO_NEIMOIDIA,4,Rebel,Resource_Farmland,1,
DEKO_NEIMOIDIA,5,Pirates,B1_Droid_Squad,2,
DEKO_NEIMOIDIA,5,Pirates,Destroyer_Droid_Company,1,
DEKO_NEIMOIDIA,5,Pirates,NewRep_SenatorsOffice,1,
DEKO_NEIMOIDIA,5,Pirates,NewRepublic_Star_Base_4,1,
DEKO_NEIMOIDIA,5,Pirates,R_Ground_Heavy_Vehicle_Factory,1,
DEKO_NEIMOIDIA,5,Pirates,R_Ground_Light_Vehicle_Factory,1,
DEKO_NEIMOIDIA,5,Pirates,R_Ground_Barracks,1,
DEKO_NEIMOIDIA,5,Pirates,CIS_Shipyard_Level_Four,1,
DEKO_NEIMOIDIA,5,Pirates,Generic_TradeStation,1,
DEKO_NEIMOIDIA,5,Pirates,Captor,1,
DEKO_NEIMOIDIA,5,Pirates,Auxilia,1,
DEKO_NEIMOIDIA,5,Pirates,MTT_Company,1,
DELACRIX,1,Warlords,Supply_Ship,1,
DELACRIX,1,Warlords,Techno_Union_Marauder_Missile_Cruiser,4,
DELACRIX,1,Warlords,Invincible_Cruiser,2,
DELACRIX,1,Warlords,IPV1_System_Patrol_Craft,6,
DELACRIX,1,Warlords,Carrack_Cruiser_Lasers,3,
DELACRIX,1,Warlords,Auxilia,2,
DELACRIX,1,Warlords,PDF_Soldier_Team,2,
DELACRIX,1,Warlords,AAT_Company,2,
DELACRIX,1,Warlords,Republic_AT_PT_Company,1,
DELACRIX,1,Warlords,Republic_A5_Juggernaut_Company,2,
DELACRIX,2,Warlords,Supply_Ship,1,
DELACRIX,2,Warlords,Techno_Union_Marauder_Missile_Cruiser,4,
DELACRIX,2,Warlords,Invincible_Cruiser,2,
DELACRIX,2,Warlords,IPV1_System_Patrol_Craft,6,
DELACRIX,2,Warlords,Carrack_Cruiser_Lasers,3,
DELACRIX,2,Warlords,Auxilia,2,
DELACRIX,2,Warlords,PDF_Soldier_Team,2,
DELACRIX,2,Warlords,AAT_Company,2,
DELACRIX,2,Warlords,Republic_AT_PT_Company,1,
DELACRIX,2,Warlords,Republic_A5_Juggernaut_Company,2,
DELACRIX,3,Warlords,Supply_Ship,1,
DELACRIX,3,Warlords,Techno_Union_Marauder_Missile_Cruiser,4,
DELACRIX,3,Warlords,Invincible_Cruiser,2,
DELACRIX,3,Warlords,IPV1_System_Patrol_Craft,6,
DELACRIX,3,Warlords,Carrack_Cruiser_Lasers,3,
DELACRIX,3,Warlords,Auxilia,2,
DELACRIX,3,Warlords,PDF_Soldier_Team,2,
DELACRIX,3,Warlords,AAT_Company,2,
DELACRIX,3,Warlords,Republic_AT_PT_Company,1,
DELACRIX,3,Warlords,Republic_A5_Juggernaut_Company,2,
DELACRIX,4,Warlords,Supply_Ship,1,
DELACRIX,4,Warlords,Techno_Union_Marauder_Missile_Cruiser,4,
DELACRIX,4,Warlords,Invincible_Cruiser,2,
DELACRIX,4,Warlords,IPV1_System_Patrol_Craft,6,
DELACRIX,4,Warlords,Carrack_Cruiser_Lasers,3,
DELACRIX,4,Warlords,Auxilia,2,
DELACRIX,4,Warlords,PDF_Soldier_Team,2,
DELACRIX,4,Warlords,AAT_Company,2,
DELACRIX,4,Warlords,Republic_AT_PT_Company,1,
DELACRIX,4,Warlords,Republic_A5_Juggernaut_Company,2,
DELACRIX,5,Warlords,Supply_Ship,1,
DELACRIX,5,Warlords,Techno_Union_Marauder_Missile_Cruiser,4,
DELACRIX,5,Warlords,Invincible_Cruiser,2,
DELACRIX,5,Warlords,IPV1_System_Patrol_Craft,6,
DELACRIX,5,Warlords,Carrack_Cruiser_Lasers,3,
DELACRIX,5,Warlords,Auxilia,2,
DELACRIX,5,Warlords,PDF_Soldier_Team,2,
DELACRIX,5,Warlords,AAT_Company,2,
DELACRIX,5,Warlords,Republic_AT_PT_Company,1,
DELACRIX,5,Warlords,Republic_A5_Juggernaut_Company,2,
DENON,1,Warlords,Auxilia,1,
DENON,1,Warlords,IPV1_System_Patrol_Craft,5,
DENON,1,Warlords,Carrack_Cruiser_Lasers,4,
DENON,1,Warlords,Captor,2,
DENON,1,Warlords,Citadel_Cruiser_Squadron,3,
DENON,1,Warlords,Dreadnaught,4,
DENON,1,Warlords,Generic_Praetor,1,
DENON,1,Warlords,Invincible_Cruiser,1,
DENON,1,Warlords,Generic_Providence,1,
DENON,1,Warlords,PDF_Soldier_Team,2,
DENON,1,Warlords,AAT_Company,2,
DENON,1,Warlords,Republic_AT_PT_Company,1,
DENON,1,Warlords,Republic_A5_Juggernaut_Company,2,
DENON,2,Warlords,Auxilia,1,
DENON,2,Warlords,IPV1_System_Patrol_Craft,5,
DENON,2,Warlords,Carrack_Cruiser_Lasers,4,
DENON,2,Warlords,Captor,2,
DENON,2,Warlords,Citadel_Cruiser_Squadron,3,
DENON,2,Warlords,Dreadnaught,4,
DENON,2,Warlords,Generic_Praetor,1,
DENON,2,Warlords,Invincible_Cruiser,1,
DENON,2,Warlords,Generic_Providence,1,
DENON,2,Warlords,PDF_Soldier_Team,2,
DENON,2,Warlords,AAT_Company,2,
DENON,2,Warlords,Republic_AT_PT_Company,1,
DENON,2,Warlords,Republic_A5_Juggernaut_Company,2,
DENON,3,Warlords,Auxilia,1,
DENON,3,Warlords,IPV1_System_Patrol_Craft,5,
DENON,3,Warlords,Carrack_Cruiser_Lasers,4,
DENON,3,Warlords,Captor,2,
DENON,3,Warlords,Citadel_Cruiser_Squadron,3,
DENON,3,Warlords,Dreadnaught,4,
DENON,3,Warlords,Generic_Praetor,1,
DENON,3,Warlords,Invincible_Cruiser,1,
DENON,3,Warlords,Generic_Providence,1,
DENON,3,Warlords,PDF_Soldier_Team,2,
DENON,3,Warlords,AAT_Company,2,
DENON,3,Warlords,Republic_AT_PT_Company,1,
DENON,3,Warlords,Republic_A5_Juggernaut_Company,2,
DENON,4,Warlords,Auxilia,1,
DENON,4,Warlords,IPV1_System_Patrol_Craft,5,
DENON,4,Warlords,Carrack_Cruiser_Lasers,4,
DENON,4,Warlords,Captor,2,
DENON,4,Warlords,Citadel_Cruiser_Squadron,3,
DENON,4,Warlords,Dreadnaught,4,
DENON,4,Warlords,Generic_Praetor,1,
DENON,4,Warlords,Invincible_Cruiser,1,
DENON,4,Warlords,Generic_Providence,1,
DENON,4,Warlords,PDF_Soldier_Team,2,
DENON,4,Warlords,AAT_Company,2,
DENON,4,Warlords,Republic_AT_PT_Company,1,
DENON,4,Warlords,Republic_A5_Juggernaut_Company,2,
DENON,5,Warlords,Auxilia,1,
DENON,5,Warlords,IPV1_System_Patrol_Craft,5,
DENON,5,Warlords,Carrack_Cruiser_Lasers,4,
DENON,5,Warlords,Captor,2,
DENON,5,Warlords,Citadel_Cruiser_Squadron,3,
DENON,5,Warlords,Dreadnaught,4,
DENON,5,Warlords,Generic_Praetor,1,
DENON,5,Warlords,Invincible_Cruiser,1,
DENON,5,Warlords,Generic_Providence,1,
DENON,5,Warlords,PDF_Soldier_Team,2,
DENON,5,Warlords,AAT_Company,2,
DENON,5,Warlords,Republic_AT_PT_Company,1,
DENON,5,Warlords,Republic_A5_Juggernaut_Company,2,
DERRA,1,Empire,Republic_Trooper_Team,1,
DERRA,1,Empire,E_Ground_Barracks,1,
DERRA,1,Empire,Empire_MoffPalace,1,
DERRA,1,Empire,Empire_Star_Base_2,1,
DERRA,1,Empire,Republic_TX130_Company,1,
DERRA,1,Empire,Republic_LAAT_Group,1,
DERRA,1,Empire,Republic_Shipyard_Level_One,1,
DERRA,2,Empire,Republic_Trooper_Team,1,
DERRA,2,Empire,E_Ground_Barracks,1,
DERRA,2,Empire,Empire_MoffPalace,1,
DERRA,2,Empire,Empire_Star_Base_2,1,
DERRA,2,Empire,Republic_TX130_Company,1,
DERRA,2,Empire,Republic_LAAT_Group,1,
DERRA,2,Empire,Republic_Shipyard_Level_One,1,
DERRA,3,Rebel,B1_Droid_Squad,1,
DERRA,3,Rebel,B2_Droid_Squad,1,
DERRA,3,Rebel,Munificent,2,
DERRA,3,Rebel,NewRep_SenatorsOffice,1,
DERRA,3,Rebel,NewRepublic_Star_Base_2,1,
DERRA,3,Rebel,R_Ground_Barracks,1,
DERRA,3,Rebel,CIS_Shipyard_Level_One,1,
DERRA,4,Rebel,B1_Droid_Squad,1,
DERRA,4,Rebel,B2_Droid_Squad,1,
DERRA,4,Rebel,Munificent,2,
DERRA,4,Rebel,NewRep_SenatorsOffice,1,
DERRA,4,Rebel,NewRepublic_Star_Base_2,1,
DERRA,4,Rebel,R_Ground_Barracks,1,
DERRA,4,Rebel,CIS_Shipyard_Level_One,1,
DERRA,5,Empire,Clonetrooper_Phase_One_Team,1,
DERRA,5,Empire,E_Ground_Barracks,1,
DERRA,5,Empire,Empire_MoffPalace,1,
DERRA,5,Empire,Empire_Star_Base_2,1,
DERRA,5,Empire,Republic_TX130_Company,1,
DERRA,5,Empire,Republic_LAAT_Group,1,
DERRA,5,Empire,Republic_Shipyard_Level_One,1,
DESEVRO,1,Teradoc,B1_Geo_Droid_Squad,1,
DESEVRO,1,Teradoc,Hailfire_Company,1,
DESEVRO,1,Teradoc,Munificent,1,
DESEVRO,1,Teradoc,Destroyer_Droid_Company,1,
DESEVRO,1,Teradoc,NewRep_SenatorsOffice,1,
DESEVRO,1,Teradoc,NewRepublic_Star_Base_2,1,
DESEVRO,1,Teradoc,CIS_Shipyard_Level_Two,1,
DESEVRO,1,Teradoc,R_Ground_Barracks,1,
DESEVRO,1,Teradoc,MTT_Company,1,
DESEVRO,2,Teradoc,B1_Geo_Droid_Squad,1,
DESEVRO,2,Teradoc,Hailfire_Company,1,
DESEVRO,2,Teradoc,Munificent,1,
DESEVRO,2,Teradoc,Destroyer_Droid_Company,1,
DESEVRO,2,Teradoc,NewRep_SenatorsOffice,1,
DESEVRO,2,Teradoc,NewRepublic_Star_Base_2,1,
DESEVRO,2,Teradoc,CIS_Shipyard_Level_Two,1,
DESEVRO,2,Teradoc,R_Ground_Barracks,1,
DESEVRO,2,Teradoc,MTT_Company,1,
DESEVRO,3,Rebel,B1_Geo_Droid_Squad,2,
DESEVRO,3,Rebel,Hailfire_Company,1,
DESEVRO,3,Rebel,Munificent,1,
DESEVRO,3,Rebel,Destroyer_Droid_Company,1,
DESEVRO,3,Rebel,NewRep_SenatorsOffice,1,
DESEVRO,3,Rebel,NewRepublic_Star_Base_2,1,
DESEVRO,3,Rebel,CIS_Shipyard_Level_Two,1,
DESEVRO,3,Rebel,Resource_Farmland,1,
DESEVRO,3,Rebel,R_Ground_Light_Vehicle_Factory,1,
DESEVRO,4,Rebel,B1_Geo_Droid_Squad,2,
DESEVRO,4,Rebel,Hailfire_Company,1,
DESEVRO,4,Rebel,Munificent,1,
DESEVRO,4,Rebel,Destroyer_Droid_Company,1,
DESEVRO,4,Rebel,NewRep_SenatorsOffice,1,
DESEVRO,4,Rebel,NewRepublic_Star_Base_2,1,
DESEVRO,4,Rebel,CIS_Shipyard_Level_Two,1,
DESEVRO,4,Rebel,Resource_Farmland,1,
DESEVRO,4,Rebel,R_Ground_Heavy_Vehicle_Factory,1,
DESEVRO,4,Rebel,R_Ground_Light_Vehicle_Factory,1,
DESEVRO,5,Teradoc,B1_Geo_Droid_Squad,1,
DESEVRO,5,Teradoc,Hailfire_Company,1,
DESEVRO,5,Teradoc,Munificent,1,
DESEVRO,5,Teradoc,Destroyer_Droid_Company,1,
DESEVRO,5,Teradoc,NewRep_SenatorsOffice,1,
DESEVRO,5,Teradoc,NewRepublic_Star_Base_2,1,
DESEVRO,5,Teradoc,CIS_Shipyard_Level_Two,1,
DESEVRO,5,Teradoc,R_Ground_Barracks,1,
DESEVRO,5,Teradoc,MTT_Company,1,
DEVARON,1,Rebel,B1_Droid_Squad,2,
DEVARON,1,Rebel,Destroyer_Droid_Company,1,
DEVARON,1,Rebel,Munificent,1,
DEVARON,1,Rebel,NewRep_SenatorsOffice,1,
DEVARON,1,Rebel,NewRepublic_Star_Base_2,1,
DEVARON,1,Rebel,R_Ground_Barracks,1,
DEVARON,1,Rebel,CIS_Shipyard_Level_Two,1,
DEVARON,1,Rebel,Persuader_Company,1,
DEVARON,2,Rebel,B1_Droid_Squad,2,
DEVARON,2,Rebel,Destroyer_Droid_Company,1,
DEVARON,2,Rebel,Munificent,1,
DEVARON,2,Rebel,NewRep_SenatorsOffice,1,
DEVARON,2,Rebel,NewRepublic_Star_Base_2,1,
DEVARON,2,Rebel,R_Ground_Barracks,1,
DEVARON,2,Rebel,CIS_Shipyard_Level_Two,1,
DEVARON,2,Rebel,Persuader_Company,1,
DEVARON,3,Empire,Clonetrooper_Phase_One_Team,1,
DEVARON,3,Empire,E_Ground_Barracks,1,
DEVARON,3,Empire,Empire_MoffPalace,1,
DEVARON,3,Empire,Empire_Star_Base_2,1,
DEVARON,3,Empire,Republic_Shipyard_Level_Two,1,
DEVARON,4,Rebel,NewRep_SenatorsOffice,1,
DEVARON,4,Rebel,NewRepublic_Star_Base_2,1,
DEVARON,4,Rebel,R_Ground_Barracks,1,
DEVARON,4,Rebel,CIS_Shipyard_Level_Two,1,
DEVARON,4,Rebel,Persuader_Company,1,
DEVARON,4,Rebel,B1_Droid_Squad,1,
DEVARON,4,Rebel,Destroyer_Droid_Company,1,
DEVARON,4,Rebel,Munificent,1,
DEVARON,4,Rebel,B2_Droid_Squad,1,
DEVARON,5,Rebel,B1_Droid_Squad,2,
DEVARON,5,Rebel,Destroyer_Droid_Company,1,
DEVARON,5,Rebel,Munificent,1,
DEVARON,5,Rebel,NewRep_SenatorsOffice,1,
DEVARON,5,Rebel,NewRepublic_Star_Base_2,1,
DEVARON,5,Rebel,R_Ground_Barracks,1,
DEVARON,5,Rebel,CIS_Shipyard_Level_Two,1,
DEVARON,5,Rebel,Persuader_Company,1,
DROMUND,1,Empire,Republic_Trooper_Team,1,
DROMUND,1,Empire,Corellian_Corvette,1,
DROMUND,1,Empire,E_Ground_Barracks,1,
DROMUND,1,Empire,Empire_MoffPalace,1,
DROMUND,1,Empire,Empire_Star_Base_2,1,
DROMUND,1,Empire,Generic_Acclamator_Assault_Ship_I,1,
DROMUND,1,Empire,Republic_TX130_Company,1,
DROMUND,1,Empire,Republic_LAAT_Group,1,
DROMUND,1,Empire,Republic_Shipyard_Level_One,1,
DROMUND,2,Empire,Clonetrooper_Phase_One_Team,1,
DROMUND,2,Empire,Corellian_Corvette,1,
DROMUND,2,Empire,E_Ground_Barracks,1,
DROMUND,2,Empire,Empire_MoffPalace,1,
DROMUND,2,Empire,Empire_Star_Base_2,1,
DROMUND,2,Empire,Generic_Acclamator_Assault_Ship_I,1,
DROMUND,2,Empire,Republic_TX130_Company,1,
DROMUND,2,Empire,Republic_LAAT_Group,1,
DROMUND,2,Empire,Republic_Shipyard_Level_One,1,
DROMUND,3,Rebel,B2_Droid_Squad,1,
DROMUND,3,Rebel,Crab_Droid_Squad,1,
DROMUND,3,Rebel,Munificent,2,
DROMUND,3,Rebel,NewRep_SenatorsOffice,1,
DROMUND,3,Rebel,NewRepublic_Star_Base_2,1,
DROMUND,3,Rebel,R_Ground_Barracks,1,
DROMUND,3,Rebel,Recusant,2,
DROMUND,3,Rebel,Generic_Providence,1,
DROMUND,3,Rebel,Geonosian_Cruiser,1,
DROMUND,4,Empire,E_Ground_Barracks,1,
DROMUND,4,Empire,Empire_MoffPalace,1,
DROMUND,4,Empire,Empire_Star_Base_2,1,
DROMUND,4,Empire,Clonetrooper_Phase_Two_Team,1,
DROMUND,4,Empire,Republic_ISP_Company,1,
DROMUND,4,Empire,Republic_BARC_Company,1,
DROMUND,4,Empire,Republic_AT_AP_Walker_Company,1,
DROMUND,4,Empire,Republic_AT_TE_Walker_Company,1,
DROMUND,4,Empire,Generic_Acclamator_Assault_Ship_II,2,
DROMUND,4,Empire,Generic_Victory_Destroyer,1,
DROMUND,4,Empire,Republic_Shipyard_Level_One,1,
DROMUND,5,Empire,Clonetrooper_Phase_One_Team,1,
DROMUND,5,Empire,Corellian_Corvette,1,
DROMUND,5,Empire,E_Ground_Barracks,1,
DROMUND,5,Empire,Empire_MoffPalace,1,
DROMUND,5,Empire,Empire_Star_Base_2,1,
DROMUND,5,Empire,Generic_Acclamator_Assault_Ship_I,1,
DROMUND,5,Empire,Republic_TX130_Company,1,
DROMUND,5,Empire,Republic_LAAT_Group,1,
DROMUND,5,Empire,Republic_Shipyard_Level_One,1,
DRUCKENWELL,1,Pirates,B1_Droid_Squad,1,
DRUCKENWELL,1,Pirates,Destroyer_Droid_Company,1,
DRUCKENWELL,1,Pirates,Munificent,1,
DRUCKENWELL,1,Pirates,Munifex,1,
DRUCKENWELL,1,Pirates,NewRep_SenatorsOffice,1,
DRUCKENWELL,1,Pirates,NewRepublic_Star_Base_2,1,
DRUCKENWELL,1,Pirates,R_Ground_Barracks,1,
DRUCKENWELL,1,Pirates,CIS_Shipyard_Level_Two,1,
DRUCKENWELL,2,Pirates,B1_Droid_Squad,1,
DRUCKENWELL,2,Pirates,Destroyer_Droid_Company,1,
DRUCKENWELL,2,Pirates,Munificent,1,
DRUCKENWELL,2,Pirates,Munifex,1,
DRUCKENWELL,2,Pirates,NewRep_SenatorsOffice,1,
DRUCKENWELL,2,Pirates,NewRepublic_Star_Base_2,1,
DRUCKENWELL,2,Pirates,R_Ground_Barracks,1,
DRUCKENWELL,2,Pirates,CIS_Shipyard_Level_Two,1,
DRUCKENWELL,3,Pirates,B1_Droid_Squad,2,
DRUCKENWELL,3,Pirates,Destroyer_Droid_Company,1,
DRUCKENWELL,3,Pirates,Munificent,1,
DRUCKENWELL,3,Pirates,Munifex,1,
DRUCKENWELL,3,Pirates,NewRep_SenatorsOffice,1,
DRUCKENWELL,3,Pirates,NewRepublic_Star_Base_2,1,
DRUCKENWELL,3,Pirates,R_Ground_Barracks,1,
DRUCKENWELL,3,Pirates,CIS_Shipyard_Level_Two,1,
DRUCKENWELL,3,Pirates,MTT_Company,1,
DRUCKENWELL,4,Rebel,B1_Droid_Squad,2,
DRUCKENWELL,4,Rebel,Destroyer_Droid_Company,1,
DRUCKENWELL,4,Rebel,Munificent,1,
DRUCKENWELL,4,Rebel,Munifex,1,
DRUCKENWELL,4,Rebel,NewRep_SenatorsOffice,1,
DRUCKENWELL,4,Rebel,NewRepublic_Star_Base_2,1,
DRUCKENWELL,4,Rebel,R_Ground_Barracks,1,
DRUCKENWELL,4,Rebel,CIS_Shipyard_Level_Two,1,
DRUCKENWELL,4,Rebel,CIS_MTT_Company,1,
DRUCKENWELL,4,Rebel,AAT_Company,1,
DRUCKENWELL,4,Rebel,Cargo_Lucrehulk,1,
DRUCKENWELL,4,Rebel,R_Ground_Light_Vehicle_Factory,1,
DRUCKENWELL,4,Rebel,R_Ground_Heavy_Vehicle_Factory,1,
DRUCKENWELL,5,Pirates,B1_Droid_Squad,1,
DRUCKENWELL,5,Pirates,Destroyer_Droid_Company,1,
DRUCKENWELL,5,Pirates,Munificent,1,
DRUCKENWELL,5,Pirates,Munifex,1,
DRUCKENWELL,5,Pirates,NewRep_SenatorsOffice,1,
DRUCKENWELL,5,Pirates,NewRepublic_Star_Base_2,1,
DRUCKENWELL,5,Pirates,R_Ground_Barracks,1,
DRUCKENWELL,5,Pirates,CIS_Shipyard_Level_Two,1,
DUBRILLION,1,Pentastar,B1_Geo_Droid_Squad,2,
DUBRILLION,1,Pentastar,Destroyer_Droid_Company,1,
DUBRILLION,1,Pentastar,NewRep_SenatorsOffice,1,
DUBRILLION,1,Pentastar,NewRepublic_Star_Base_2,1,
DUBRILLION,1,Pentastar,R_Ground_Barracks,1,
DUBRILLION,1,Pentastar,Banking_Clan_Dreadnaught_Lasers,1,
DUBRILLION,1,Pentastar,Munificent,1,
DUBRILLION,1,Pentastar,CIS_Shipyard_Level_Two,1,
DUBRILLION,2,Pentastar,B1_Geo_Droid_Squad,2,
DUBRILLION,2,Pentastar,Destroyer_Droid_Company,1,
DUBRILLION,2,Pentastar,NewRep_SenatorsOffice,1,
DUBRILLION,2,Pentastar,NewRepublic_Star_Base_2,1,
DUBRILLION,2,Pentastar,R_Ground_Barracks,1,
DUBRILLION,2,Pentastar,Banking_Clan_Dreadnaught_Lasers,1,
DUBRILLION,2,Pentastar,Munificent,1,
DUBRILLION,2,Pentastar,CIS_Shipyard_Level_Two,1,
DUBRILLION,3,Rebel,B1_Geo_Droid_Squad,2,
DUBRILLION,3,Rebel,Destroyer_Droid_Company,1,
DUBRILLION,3,Rebel,NewRep_SenatorsOffice,1,
DUBRILLION,3,Rebel,NewRepublic_Star_Base_2,1,
DUBRILLION,3,Rebel,R_Ground_Barracks,1,
DUBRILLION,3,Rebel,CIS_Shipyard_Level_Two,1,
DUBRILLION,4,Rebel,B1_Geo_Droid_Squad,2,
DUBRILLION,4,Rebel,Destroyer_Droid_Company,1,
DUBRILLION,4,Rebel,NewRep_SenatorsOffice,1,
DUBRILLION,4,Rebel,NewRepublic_Star_Base_2,1,
DUBRILLION,4,Rebel,R_Ground_Barracks,1,
DUBRILLION,4,Rebel,Munificent,2,
DUBRILLION,4,Rebel,CIS_Shipyard_Level_Two,1,
DUBRILLION,5,Pentastar,B1_Geo_Droid_Squad,2,
DUBRILLION,5,Pentastar,Destroyer_Droid_Company,1,
DUBRILLION,5,Pentastar,NewRep_SenatorsOffice,1,
DUBRILLION,5,Pentastar,NewRepublic_Star_Base_2,1,
DUBRILLION,5,Pentastar,R_Ground_Barracks,1,
DUBRILLION,5,Pentastar,Banking_Clan_Dreadnaught_Lasers,1,
DUBRILLION,5,Pentastar,Munificent,1,
DUBRILLION,5,Pentastar,CIS_Shipyard_Level_Two,1,
DURO,1,Rebel,B1_Droid_Squad,2,
DURO,1,Rebel,B2_Droid_Squad,1,
DURO,1,Rebel,Destroyer_Droid_Company,1,
DURO,1,Rebel,Munificent,1,
DURO,1,Rebel,NewRep_SenatorsOffice,1,
DURO,1,Rebel,NewRepublic_Star_Base_2,1,
DURO,1,Rebel,R_Ground_Barracks,1,
DURO,1,Rebel,CIS_Shipyard_Level_Two,1,
DURO,1,Rebel,Persuader_Company,1,
DURO,1,Rebel,OG9_Company,1,
DURO,1,Rebel,AAT_Company,1,
DURO,2,Rebel,B1_Droid_Squad,2,
DURO,2,Rebel,B2_Droid_Squad,1,
DURO,2,Rebel,Destroyer_Droid_Company,1,
DURO,2,Rebel,Munificent,1,
DURO,2,Rebel,NewRep_SenatorsOffice,1,
DURO,2,Rebel,NewRepublic_Star_Base_2,1,
DURO,2,Rebel,R_Ground_Barracks,1,
DURO,2,Rebel,CIS_Shipyard_Level_Two,1,
DURO,2,Rebel,Persuader_Company,1,
DURO,2,Rebel,OG9_Company,1,
DURO,2,Rebel,AAT_Company,1,
DURO,3,Rebel,B1_Droid_Squad,1,
DURO,3,Rebel,B2_Droid_Squad,1,
DURO,3,Rebel,Hardcell,1,
DURO,3,Rebel,Generic_Providence,1,
DURO,3,Rebel,Generic_Lucrehulk,1,
DURO,3,Rebel,Recusant,1,
DURO,3,Rebel,NewRep_SenatorsOffice,1,
DURO,3,Rebel,NewRepublic_Star_Base_2,1,
DURO,3,Rebel,R_Ground_Barracks,1,
DURO,3,Rebel,Resource_Farmland,1,
DURO,3,Rebel,CIS_Shipyard_Level_Two,1,
DURO,3,Rebel,OG9_Company,1,
DURO,4,Empire,Generic_Victory_Destroyer,1,
DURO,4,Empire,Dreadnaught_Lasers,2,
DURO,5,Rebel,B1_Droid_Squad,2,
DURO,5,Rebel,B2_Droid_Squad,1,
DURO,5,Rebel,Destroyer_Droid_Company,1,
DURO,5,Rebel,Munificent,1,
DURO,5,Rebel,NewRep_SenatorsOffice,1,
DURO,5,Rebel,NewRepublic_Star_Base_2,1,
DURO,5,Rebel,R_Ground_Barracks,1,
DURO,5,Rebel,CIS_Shipyard_Level_Two,1,
DURO,5,Rebel,Persuader_Company,1,
DURO,5,Rebel,OG9_Company,1,
DURO,5,Rebel,AAT_Company,1,
EBAQ,1,Hutts,B1_RC_Droid_Squad,2,
EBAQ,1,Hutts,Hailfire_Company,2,
EBAQ,1,Hutts,Destroyer_Droid_Company,1,
EBAQ,1,Hutts,Auxilia,1,
EBAQ,1,Hutts,Munificent,1,
EBAQ,1,Hutts,NewRep_SenatorsOffice,1,
EBAQ,1,Hutts,NewRepublic_Star_Base_2,1,
EBAQ,1,Hutts,R_Ground_Barracks,1,
EBAQ,1,Hutts,CIS_Shipyard_Level_Two,1,
EBAQ,1,Hutts,Persuader_Company,1,
EBAQ,2,Hutts,B1_RC_Droid_Squad,2,
EBAQ,2,Hutts,Hailfire_Company,2,
EBAQ,2,Hutts,Destroyer_Droid_Company,1,
EBAQ,2,Hutts,Auxilia,1,
EBAQ,2,Hutts,Munificent,1,
EBAQ,2,Hutts,NewRep_SenatorsOffice,1,
EBAQ,2,Hutts,NewRepublic_Star_Base_2,1,
EBAQ,2,Hutts,R_Ground_Barracks,1,
EBAQ,2,Hutts,CIS_Shipyard_Level_Two,1,
EBAQ,2,Hutts,Persuader_Company,1,
EBAQ,3,Rebel,B1_RC_Droid_Squad,2,
EBAQ,3,Rebel,Hailfire_Company,2,
EBAQ,3,Rebel,Destroyer_Droid_Company,1,
EBAQ,3,Rebel,Munificent,1,
EBAQ,3,Rebel,NewRep_SenatorsOffice,1,
EBAQ,3,Rebel,NewRepublic_Star_Base_2,1,
EBAQ,3,Rebel,R_Ground_Barracks,1,
EBAQ,3,Rebel,CIS_Shipyard_Level_Two,1,
EBAQ,3,Rebel,Resource_Farmland,1,
EBAQ,3,Rebel,Persuader_Company,1,
EBAQ,4,Rebel,B1_RC_Droid_Squad,2,
EBAQ,4,Rebel,Hailfire_Company,2,
EBAQ,4,Rebel,Destroyer_Droid_Company,1,
EBAQ,4,Rebel,Munificent,1,
EBAQ,4,Rebel,NewRep_SenatorsOffice,1,
EBAQ,4,Rebel,NewRepublic_Star_Base_2,1,
EBAQ,4,Rebel,R_Ground_Barracks,1,
EBAQ,4,Rebel,CIS_Shipyard_Level_Two,1,
EBAQ,4,Rebel,Resource_Farmland,1,
EBAQ,4,Rebel,Persuader_Company,1,
EBAQ,5,Hutts,B1_RC_Droid_Squad,2,
EBAQ,5,Hutts,Hailfire_Company,2,
EBAQ,5,Hutts,Destroyer_Droid_Company,1,
EBAQ,5,Hutts,Auxilia,1,
EBAQ,5,Hutts,Munificent,1,
EBAQ,5,Hutts,NewRep_SenatorsOffice,1,
EBAQ,5,Hutts,NewRepublic_Star_Base_2,1,
EBAQ,5,Hutts,R_Ground_Barracks,1,
EBAQ,5,Hutts,CIS_Shipyard_Level_Two,1,
